SampleID,EnvironmentType,GramPositiveCount,GramNegativeCount,TotalCount,ProportionGramPositive,ProportionGramNegative
S1942,Plant,129,89,218,0.591743119266055,0.40825688073394495
S1943,Air,99,127,226,0.43805309734513276,0.5619469026548672
S1944,Soil,103,151,254,0.40551181102362205,0.594488188976378
S1945,Soil,114,106,220,0.5181818181818182,0.4818181818181818
S1946,Water,126,108,234,0.5384615384615384,0.46153846153846156
S1947,Plant,47,99,146,0.3219178082191781,0.678082191780822
S1948,Soil,73,110,183,0.3989071038251366,0.6010928961748634
S1949,Air,59,82,141,0.41843971631205673,0.5815602836879432
S1950,Air,117,133,250,0.468,0.532
S1951,Soil,168,51,219,0.7671232876712328,0.2328767123287671
S1952,Air,67,138,205,0.32682926829268294,0.6731707317073171
S1953,Plant,75,103,178,0.42134831460674155,0.5786516853932584
S1954,Air,122,157,279,0.43727598566308246,0.5627240143369175
S1955,Soil,135,30,165,0.8181818181818182,0.18181818181818182
S1956,Air,116,136,252,0.4603174603174603,0.5396825396825397
S1957,Water,109,79,188,0.5797872340425532,0.42021276595744683
S1958,Air,56,104,160,0.35,0.65
S1959,Water,90,118,208,0.4326923076923077,0.5673076923076923
S1960,Plant,98,92,190,0.5157894736842106,0.4842105263157895
S1961,Plant,152,119,271,0.5608856088560885,0.43911439114391143
S1962,Plant,97,115,212,0.45754716981132076,0.5424528301886793
S1963,Plant,97,97,194,0.5,0.5
S1964,Water,93,121,214,0.43457943925233644,0.5654205607476636
S1965,Water,68,76,144,0.4722222222222222,0.5277777777777778
S1966,Water,161,95,256,0.62890625,0.37109375
S1967,Air,75,90,165,0.45454545454545453,0.5454545454545454
S1968,Soil,72,66,138,0.5217391304347826,0.4782608695652174
S1969,Soil,110,95,205,0.5365853658536586,0.4634146341463415
S1970,Soil,73,142,215,0.3395348837209302,0.6604651162790698
S1971,Air,112,74,186,0.6021505376344086,0.3978494623655914
S1972,Water,143,44,187,0.7647058823529411,0.23529411764705882
S1973,Air,64,58,122,0.5245901639344263,0.47540983606557374
S1974,Plant,89,58,147,0.6054421768707483,0.3945578231292517
S1975,Air,85,116,201,0.4228855721393035,0.5771144278606966
S1976,Air,109,84,193,0.5647668393782384,0.43523316062176165
S1977,Air,124,147,271,0.4575645756457565,0.5424354243542435
S1978,Plant,70,156,226,0.30973451327433627,0.6902654867256637
S1979,Soil,101,89,190,0.531578947368421,0.46842105263157896
S1980,Soil,83,98,181,0.4585635359116022,0.5414364640883977
S1981,Plant,110,132,242,0.45454545454545453,0.5454545454545454
S1982,Soil,71,107,178,0.398876404494382,0.601123595505618
S1983,Soil,96,110,206,0.46601941747572817,0.5339805825242718
S1984,Water,122,124,246,0.4959349593495935,0.5040650406504065
S1985,Soil,98,45,143,0.6853146853146853,0.3146853146853147
S1986,Air,121,55,176,0.6875,0.3125
S1987,Air,95,64,159,0.5974842767295597,0.4025157232704403
S1988,Water,125,111,236,0.5296610169491526,0.4703389830508475
S1989,Air,67,104,171,0.391812865497076,0.6081871345029239
S1990,Water,72,92,164,0.43902439024390244,0.5609756097560976
S1991,Air,150,131,281,0.5338078291814946,0.46619217081850534
S1992,Soil,102,73,175,0.5828571428571429,0.41714285714285715
S1993,Air,149,80,229,0.6506550218340611,0.34934497816593885
S1994,Air,142,90,232,0.6120689655172413,0.3879310344827586
S1995,Water,109,120,229,0.4759825327510917,0.5240174672489083
S1996,Water,68,163,231,0.2943722943722944,0.7056277056277056
S1997,Water,120,87,207,0.5797101449275363,0.42028985507246375
S1998,Plant,80,127,207,0.3864734299516908,0.6135265700483091
S1999,Soil,82,94,176,0.4659090909090909,0.5340909090909091
S2000,Plant,72,126,198,0.36363636363636365,0.6363636363636364
S2001,Air,92,121,213,0.431924882629108,0.568075117370892
S2002,Air,95,155,250,0.38,0.62
S2003,Water,80,60,140,0.5714285714285714,0.42857142857142855
S2004,Water,56,99,155,0.36129032258064514,0.6387096774193548
S2005,Air,96,84,180,0.5333333333333333,0.4666666666666667
S2006,Plant,59,124,183,0.3224043715846995,0.6775956284153005
S2007,Water,116,77,193,0.6010362694300518,0.39896373056994816
S2008,Water,78,126,204,0.38235294117647056,0.6176470588235294
S2009,Air,45,93,138,0.32608695652173914,0.6739130434782609
S2010,Soil,62,161,223,0.27802690582959644,0.7219730941704036
S2011,Water,100,149,249,0.40160642570281124,0.5983935742971888
S2012,Plant,111,103,214,0.5186915887850467,0.48130841121495327
S2013,Soil,109,100,209,0.5215311004784688,0.4784688995215311
S2014,Air,64,108,172,0.37209302325581395,0.627906976744186
S2015,Water,128,116,244,0.5245901639344263,0.47540983606557374
S2016,Soil,132,123,255,0.5176470588235295,0.4823529411764706
S2017,Air,126,84,210,0.6,0.4
S2018,Plant,124,163,287,0.43205574912891986,0.5679442508710801
S2019,Water,104,88,192,0.5416666666666666,0.4583333333333333
S2020,Air,119,90,209,0.569377990430622,0.430622009569378
S2021,Water,143,77,220,0.65,0.35
S2022,Water,105,124,229,0.4585152838427948,0.5414847161572053
S2023,Plant,93,76,169,0.5502958579881657,0.44970414201183434
S2024,Soil,79,91,170,0.4647058823529412,0.5352941176470588
S2025,Plant,61,116,177,0.3446327683615819,0.655367231638418
S2026,Water,152,63,215,0.7069767441860465,0.2930232558139535
S2027,Plant,110,121,231,0.47619047619047616,0.5238095238095238
S2028,Water,152,81,233,0.6523605150214592,0.34763948497854075
S2029,Plant,125,173,298,0.41946308724832215,0.5805369127516778
S2030,Water,121,100,221,0.5475113122171946,0.45248868778280543
S2031,Plant,151,79,230,0.6565217391304348,0.34347826086956523
S2032,Air,102,71,173,0.5895953757225434,0.41040462427745666
S2033,Plant,87,89,176,0.4943181818181818,0.5056818181818182
S2034,Soil,67,82,149,0.44966442953020136,0.5503355704697986
S2035,Air,76,72,148,0.5135135135135135,0.4864864864864865
S2036,Air,64,97,161,0.39751552795031053,0.6024844720496895
S2037,Plant,93,107,200,0.465,0.535
S2038,Plant,54,59,113,0.4778761061946903,0.5221238938053098
S2039,Water,51,101,152,0.3355263157894737,0.6644736842105263
S2040,Soil,42,83,125,0.336,0.664
S2041,Plant,80,114,194,0.41237113402061853,0.5876288659793815
S2042,Soil,93,92,185,0.5027027027027027,0.4972972972972973
S2043,Water,41,52,93,0.44086021505376344,0.5591397849462365
S2044,Soil,83,94,177,0.4689265536723164,0.5310734463276836
S2045,Air,145,141,286,0.506993006993007,0.493006993006993
S2046,Water,140,150,290,0.4827586206896552,0.5172413793103449
S2047,Air,104,93,197,0.5279187817258884,0.4720812182741117
S2048,Soil,85,96,181,0.4696132596685083,0.5303867403314917
S2049,Air,69,129,198,0.3484848484848485,0.6515151515151515
S2050,Air,95,43,138,0.6884057971014492,0.3115942028985507
S2051,Water,97,89,186,0.521505376344086,0.478494623655914
S2052,Air,127,87,214,0.5934579439252337,0.40654205607476634
S2053,Air,115,115,230,0.5,0.5
S2054,Water,103,61,164,0.6280487804878049,0.3719512195121951
S2055,Air,98,76,174,0.5632183908045977,0.4367816091954023
S2056,Soil,73,84,157,0.46496815286624205,0.535031847133758
S2057,Air,28,82,110,0.2545454545454545,0.7454545454545455
S2058,Soil,120,63,183,0.6557377049180327,0.3442622950819672
S2059,Water,80,114,194,0.41237113402061853,0.5876288659793815
S2060,Water,127,137,264,0.4810606060606061,0.5189393939393939
S2061,Air,90,139,229,0.3930131004366812,0.6069868995633187
S2062,Water,95,113,208,0.4567307692307692,0.5432692307692307
S2063,Water,77,158,235,0.3276595744680851,0.6723404255319149
S2064,Plant,138,149,287,0.4808362369337979,0.519163763066202
S2065,Soil,103,33,136,0.7573529411764706,0.2426470588235294
S2066,Air,65,81,146,0.4452054794520548,0.5547945205479452
S2067,Air,84,86,170,0.49411764705882355,0.5058823529411764
S2068,Water,54,130,184,0.29347826086956524,0.7065217391304348
S2069,Plant,99,93,192,0.515625,0.484375
S2070,Water,58,110,168,0.34523809523809523,0.6547619047619048
S2071,Air,54,108,162,0.3333333333333333,0.6666666666666666
S2072,Water,161,57,218,0.7385321100917431,0.26146788990825687
S2073,Plant,163,50,213,0.7652582159624414,0.2347417840375587
S2074,Water,99,125,224,0.4419642857142857,0.5580357142857143
S2075,Plant,136,70,206,0.6601941747572816,0.33980582524271846
S2076,Plant,84,104,188,0.44680851063829785,0.5531914893617021
S2077,Water,82,92,174,0.47126436781609193,0.5287356321839081
S2078,Air,117,68,185,0.6324324324324324,0.3675675675675676
S2079,Plant,122,105,227,0.5374449339207048,0.46255506607929514
S2080,Air,97,139,236,0.4110169491525424,0.5889830508474576
S2081,Plant,139,75,214,0.6495327102803738,0.35046728971962615
S2082,Air,144,27,171,0.8421052631578947,0.15789473684210525
S2083,Air,129,131,260,0.49615384615384617,0.5038461538461538
S2084,Water,99,107,206,0.48058252427184467,0.5194174757281553
S2085,Water,151,131,282,0.5354609929078015,0.4645390070921986
S2086,Air,140,124,264,0.5303030303030303,0.4696969696969697
S2087,Water,86,89,175,0.49142857142857144,0.5085714285714286
S2088,Plant,107,92,199,0.5376884422110553,0.4623115577889447
S2089,Air,107,109,216,0.49537037037037035,0.5046296296296297
S2090,Soil,28,108,136,0.20588235294117646,0.7941176470588235
S2091,Air,87,100,187,0.46524064171123,0.5347593582887701
S2092,Plant,106,123,229,0.462882096069869,0.537117903930131
S2093,Plant,119,40,159,0.7484276729559748,0.25157232704402516
S2094,Plant,133,51,184,0.7228260869565217,0.27717391304347827
S2095,Plant,113,71,184,0.6141304347826086,0.3858695652173913
S2096,Air,68,125,193,0.35233160621761656,0.6476683937823834
S2097,Water,95,86,181,0.5248618784530387,0.47513812154696133
S2098,Plant,155,122,277,0.5595667870036101,0.4404332129963899
S2099,Air,144,71,215,0.6697674418604651,0.3302325581395349
S2100,Air,90,114,204,0.4411764705882353,0.5588235294117647
S2101,Air,97,150,247,0.39271255060728744,0.6072874493927125
S2102,Plant,121,80,201,0.6019900497512438,0.39800995024875624
S2103,Soil,72,130,202,0.3564356435643564,0.6435643564356436
S2104,Plant,103,151,254,0.40551181102362205,0.594488188976378
S2105,Air,131,90,221,0.5927601809954751,0.4072398190045249
S2106,Plant,70,45,115,0.6086956521739131,0.391304347826087
S2107,Water,141,107,248,0.5685483870967742,0.4314516129032258
S2108,Soil,98,137,235,0.41702127659574467,0.5829787234042553
S2109,Soil,84,60,144,0.5833333333333334,0.4166666666666667
S2110,Plant,50,87,137,0.36496350364963503,0.635036496350365
S2111,Soil,111,83,194,0.5721649484536082,0.42783505154639173
S2112,Soil,110,158,268,0.41044776119402987,0.5895522388059702
S2113,Air,62,83,145,0.42758620689655175,0.5724137931034483
S2114,Air,30,68,98,0.30612244897959184,0.6938775510204082
S2115,Soil,87,100,187,0.46524064171123,0.5347593582887701
S2116,Plant,55,85,140,0.39285714285714285,0.6071428571428571
S2117,Soil,42,113,155,0.2709677419354839,0.7290322580645161
S2118,Air,99,96,195,0.5076923076923077,0.49230769230769234
S2119,Air,90,25,115,0.782608695652174,0.21739130434782608
S2120,Soil,74,178,252,0.29365079365079366,0.7063492063492064
S2121,Soil,69,137,206,0.33495145631067963,0.6650485436893204
S2122,Water,109,106,215,0.5069767441860465,0.4930232558139535
S2123,Water,105,128,233,0.45064377682403434,0.5493562231759657
S2124,Plant,136,74,210,0.6476190476190476,0.3523809523809524
S2125,Air,95,114,209,0.45454545454545453,0.5454545454545454
S2126,Air,40,90,130,0.3076923076923077,0.6923076923076923
S2127,Air,79,97,176,0.44886363636363635,0.5511363636363636
S2128,Water,70,145,215,0.32558139534883723,0.6744186046511628
S2129,Plant,95,87,182,0.521978021978022,0.47802197802197804
S2130,Air,59,141,200,0.295,0.705
S2131,Water,58,150,208,0.27884615384615385,0.7211538461538461
S2132,Plant,62,51,113,0.5486725663716814,0.45132743362831856
S2133,Soil,90,66,156,0.5769230769230769,0.4230769230769231
S2134,Soil,119,141,260,0.4576923076923077,0.5423076923076923
S2135,Soil,87,33,120,0.725,0.275
S2136,Water,88,67,155,0.567741935483871,0.432258064516129
S2137,Soil,142,137,279,0.5089605734767025,0.4910394265232975
S2138,Soil,139,101,240,0.5791666666666667,0.42083333333333334
S2139,Plant,96,126,222,0.43243243243243246,0.5675675675675675
S2140,Soil,74,40,114,0.6491228070175439,0.3508771929824561
S2141,Soil,120,52,172,0.6976744186046512,0.3023255813953488
S2142,Water,100,72,172,0.5813953488372093,0.4186046511627907
S2143,Water,140,118,258,0.5426356589147286,0.4573643410852713
S2144,Water,109,125,234,0.4658119658119658,0.5341880341880342
S2145,Soil,80,93,173,0.4624277456647399,0.5375722543352601
S2146,Plant,80,113,193,0.41450777202072536,0.5854922279792746
S2147,Air,126,99,225,0.56,0.44
S2148,Water,87,148,235,0.3702127659574468,0.6297872340425532
S2149,Plant,75,74,149,0.5033557046979866,0.4966442953020134
S2150,Soil,154,65,219,0.7031963470319634,0.2968036529680365
S2151,Water,66,147,213,0.30985915492957744,0.6901408450704225
S2152,Plant,61,92,153,0.39869281045751637,0.6013071895424836
S2153,Air,113,82,195,0.5794871794871795,0.4205128205128205
S2154,Plant,86,148,234,0.36752136752136755,0.6324786324786325
S2155,Soil,110,116,226,0.48672566371681414,0.5132743362831859
S2156,Water,90,127,217,0.4147465437788018,0.5852534562211982
S2157,Plant,104,64,168,0.6190476190476191,0.38095238095238093
S2158,Plant,98,116,214,0.45794392523364486,0.5420560747663551
S2159,Plant,83,103,186,0.44623655913978494,0.553763440860215
S2160,Water,123,83,206,0.5970873786407767,0.4029126213592233
S2161,Plant,91,118,209,0.4354066985645933,0.5645933014354066
S2162,Soil,103,115,218,0.4724770642201835,0.5275229357798165
S2163,Soil,114,104,218,0.5229357798165137,0.47706422018348627
S2164,Air,80,143,223,0.35874439461883406,0.6412556053811659
S2165,Air,99,110,209,0.47368421052631576,0.5263157894736842
S2166,Air,130,158,288,0.4513888888888889,0.5486111111111112
S2167,Water,98,98,196,0.5,0.5
S2168,Soil,114,59,173,0.6589595375722543,0.34104046242774566
S2169,Soil,95,148,243,0.39094650205761317,0.6090534979423868
S2170,Air,113,129,242,0.4669421487603306,0.5330578512396694
S2171,Air,84,142,226,0.37168141592920356,0.6283185840707964
S2172,Plant,101,165,266,0.37969924812030076,0.6203007518796992
S2173,Air,128,110,238,0.5378151260504201,0.46218487394957986
S2174,Water,140,115,255,0.5490196078431373,0.45098039215686275
S2175,Air,95,155,250,0.38,0.62
S2176,Soil,98,139,237,0.41350210970464135,0.5864978902953587
S2177,Water,97,81,178,0.5449438202247191,0.4550561797752809
S2178,Plant,123,103,226,0.5442477876106194,0.4557522123893805
S2179,Water,43,119,162,0.2654320987654321,0.7345679012345679
S2180,Plant,138,86,224,0.6160714285714286,0.38392857142857145
S2181,Plant,63,52,115,0.5478260869565217,0.45217391304347826
S2182,Soil,86,92,178,0.48314606741573035,0.5168539325842697
S2183,Water,129,110,239,0.5397489539748954,0.4602510460251046
S2184,Plant,100,128,228,0.43859649122807015,0.5614035087719298
S2185,Water,101,138,239,0.4225941422594142,0.5774058577405857
S2186,Plant,105,97,202,0.5198019801980198,0.4801980198019802
S2187,Air,109,72,181,0.6022099447513812,0.39779005524861877
S2188,Air,93,78,171,0.543859649122807,0.45614035087719296
S2189,Water,96,110,206,0.46601941747572817,0.5339805825242718
S2190,Water,135,143,278,0.4856115107913669,0.5143884892086331
S2191,Plant,133,57,190,0.7,0.3
S2192,Plant,169,98,267,0.6329588014981273,0.36704119850187267
S2193,Plant,145,122,267,0.5430711610486891,0.45692883895131087
S2194,Soil,120,128,248,0.4838709677419355,0.5161290322580645
S2195,Soil,125,98,223,0.5605381165919282,0.43946188340807174
S2196,Water,117,121,238,0.49159663865546216,0.5084033613445378
S2197,Water,105,83,188,0.5585106382978723,0.44148936170212766
S2198,Air,63,104,167,0.3772455089820359,0.6227544910179641
S2199,Air,110,93,203,0.541871921182266,0.458128078817734
S2200,Water,80,64,144,0.5555555555555556,0.4444444444444444
S2201,Plant,114,67,181,0.6298342541436464,0.3701657458563536
S2202,Soil,128,172,300,0.4266666666666667,0.5733333333333334
S2203,Water,54,149,203,0.2660098522167488,0.7339901477832512
S2204,Water,126,76,202,0.6237623762376238,0.37623762376237624
S2205,Air,94,120,214,0.4392523364485981,0.5607476635514018
S2206,Water,128,129,257,0.4980544747081712,0.5019455252918288
S2207,Air,125,92,217,0.576036866359447,0.423963133640553
S2208,Soil,72,107,179,0.4022346368715084,0.5977653631284916
S2209,Water,87,137,224,0.38839285714285715,0.6116071428571429
S2210,Soil,114,115,229,0.4978165938864629,0.5021834061135371
S2211,Air,57,97,154,0.37012987012987014,0.6298701298701299
S2212,Plant,95,63,158,0.6012658227848101,0.3987341772151899
S2213,Plant,142,146,288,0.4930555555555556,0.5069444444444444
S2214,Soil,128,96,224,0.5714285714285714,0.42857142857142855
S2215,Plant,147,132,279,0.5268817204301075,0.4731182795698925
S2216,Soil,83,142,225,0.3688888888888889,0.6311111111111111
S2217,Plant,78,65,143,0.5454545454545454,0.45454545454545453
S2218,Water,114,97,211,0.5402843601895735,0.4597156398104265
S2219,Air,83,29,112,0.7410714285714286,0.25892857142857145
S2220,Plant,64,116,180,0.35555555555555557,0.6444444444444445
S2221,Soil,139,36,175,0.7942857142857143,0.2057142857142857
S2222,Air,130,80,210,0.6190476190476191,0.38095238095238093
S2223,Water,94,70,164,0.573170731707317,0.4268292682926829
S2224,Water,115,113,228,0.5043859649122807,0.4956140350877193
S2225,Soil,149,83,232,0.6422413793103449,0.3577586206896552
S2226,Plant,77,108,185,0.41621621621621624,0.5837837837837838
S2227,Plant,143,47,190,0.7526315789473684,0.24736842105263157
S2228,Air,68,113,181,0.3756906077348066,0.6243093922651933
S2229,Soil,66,126,192,0.34375,0.65625
S2230,Soil,105,95,200,0.525,0.475
S2231,Air,86,86,172,0.5,0.5
S2232,Air,97,78,175,0.5542857142857143,0.44571428571428573
S2233,Plant,93,122,215,0.4325581395348837,0.5674418604651162
S2234,Air,129,75,204,0.6323529411764706,0.36764705882352944
S2235,Soil,87,94,181,0.48066298342541436,0.5193370165745856
S2236,Water,63,77,140,0.45,0.55
S2237,Water,97,126,223,0.4349775784753363,0.5650224215246636
S2238,Water,172,87,259,0.6640926640926641,0.3359073359073359
S2239,Water,66,62,128,0.515625,0.484375
S2240,Soil,105,110,215,0.4883720930232558,0.5116279069767442
S2241,Water,62,95,157,0.39490445859872614,0.6050955414012739
S2242,Soil,54,80,134,0.40298507462686567,0.5970149253731343
S2243,Plant,81,90,171,0.47368421052631576,0.5263157894736842
S2244,Water,125,99,224,0.5580357142857143,0.4419642857142857
S2245,Soil,141,100,241,0.5850622406639004,0.4149377593360996
S2246,Plant,103,134,237,0.4345991561181435,0.5654008438818565
S2247,Plant,95,92,187,0.5080213903743316,0.4919786096256685
S2248,Plant,115,128,243,0.4732510288065844,0.5267489711934157
S2249,Water,82,49,131,0.6259541984732825,0.37404580152671757
S2250,Air,96,154,250,0.384,0.616
S2251,Soil,121,128,249,0.4859437751004016,0.5140562248995983
S2252,Water,52,88,140,0.37142857142857144,0.6285714285714286
S2253,Soil,83,88,171,0.4853801169590643,0.5146198830409356
S2254,Soil,95,126,221,0.4298642533936652,0.5701357466063348
S2255,Air,114,48,162,0.7037037037037037,0.2962962962962963
S2256,Water,51,63,114,0.4473684210526316,0.5526315789473685
S2257,Air,46,54,100,0.46,0.54
S2258,Plant,38,78,116,0.3275862068965517,0.6724137931034483
S2259,Water,76,91,167,0.4550898203592814,0.5449101796407185
S2260,Plant,122,84,206,0.5922330097087378,0.4077669902912621
S2261,Air,114,110,224,0.5089285714285714,0.49107142857142855
S2262,Plant,127,55,182,0.6978021978021978,0.3021978021978022
S2263,Soil,95,118,213,0.4460093896713615,0.5539906103286385
S2264,Air,95,72,167,0.5688622754491018,0.4311377245508982
S2265,Plant,96,114,210,0.45714285714285713,0.5428571428571428
S2266,Plant,86,125,211,0.4075829383886256,0.5924170616113744
S2267,Plant,176,104,280,0.6285714285714286,0.37142857142857144
S2268,Plant,112,122,234,0.47863247863247865,0.5213675213675214
S2269,Water,74,123,197,0.3756345177664975,0.6243654822335025
S2270,Plant,94,56,150,0.6266666666666667,0.37333333333333335
S2271,Plant,127,81,208,0.6105769230769231,0.3894230769230769
S2272,Water,42,115,157,0.267515923566879,0.732484076433121
S2273,Plant,92,141,233,0.3948497854077253,0.6051502145922747
S2274,Plant,133,149,282,0.4716312056737589,0.5283687943262412
S2275,Plant,118,132,250,0.472,0.528
S2276,Water,86,130,216,0.39814814814814814,0.6018518518518519
S2277,Soil,126,101,227,0.5550660792951542,0.44493392070484583
S2278,Soil,97,125,222,0.4369369369369369,0.5630630630630631
S2279,Water,71,83,154,0.461038961038961,0.538961038961039
S2280,Soil,94,104,198,0.47474747474747475,0.5252525252525253
S2281,Soil,140,86,226,0.6194690265486725,0.3805309734513274
S2282,Water,114,154,268,0.4253731343283582,0.5746268656716418
S2283,Air,99,119,218,0.4541284403669725,0.5458715596330275
S2284,Water,55,150,205,0.2682926829268293,0.7317073170731707
S2285,Soil,90,104,194,0.4639175257731959,0.5360824742268041
S2286,Soil,124,116,240,0.5166666666666667,0.48333333333333334
S2287,Plant,127,59,186,0.6827956989247311,0.3172043010752688
S2288,Air,50,136,186,0.26881720430107525,0.7311827956989247
S2289,Soil,68,93,161,0.422360248447205,0.577639751552795
S2290,Plant,92,61,153,0.6013071895424836,0.39869281045751637
S2291,Air,89,90,179,0.4972067039106145,0.5027932960893855
S2292,Soil,119,113,232,0.5129310344827587,0.4870689655172414
S2293,Air,53,96,149,0.35570469798657717,0.6442953020134228
S2294,Plant,79,137,216,0.36574074074074076,0.6342592592592593
S2295,Soil,125,140,265,0.4716981132075472,0.5283018867924528
S2296,Water,128,127,255,0.5019607843137255,0.4980392156862745
S2297,Water,56,128,184,0.30434782608695654,0.6956521739130435
S2298,Soil,118,131,249,0.4738955823293173,0.5261044176706827
S2299,Soil,57,134,191,0.29842931937172773,0.7015706806282722
S2300,Plant,118,68,186,0.6344086021505376,0.3655913978494624
S2301,Plant,121,122,243,0.49794238683127573,0.5020576131687243
S2302,Plant,105,130,235,0.44680851063829785,0.5531914893617021
S2303,Soil,71,96,167,0.4251497005988024,0.5748502994011976
S2304,Air,40,64,104,0.38461538461538464,0.6153846153846154
S2305,Air,143,91,234,0.6111111111111112,0.3888888888888889
S2306,Soil,56,85,141,0.3971631205673759,0.6028368794326241
S2307,Air,80,101,181,0.4419889502762431,0.5580110497237569
S2308,Water,92,42,134,0.6865671641791045,0.31343283582089554
S2309,Soil,101,92,193,0.5233160621761658,0.47668393782383417
S2310,Water,116,73,189,0.6137566137566137,0.3862433862433862
S2311,Water,113,143,256,0.44140625,0.55859375
S2312,Water,106,53,159,0.6666666666666666,0.3333333333333333
S2313,Plant,94,98,192,0.4895833333333333,0.5104166666666666
S2314,Water,73,73,146,0.5,0.5
S2315,Plant,130,93,223,0.5829596412556054,0.4170403587443946
S2316,Soil,112,133,245,0.45714285714285713,0.5428571428571428
S2317,Plant,121,126,247,0.4898785425101215,0.5101214574898786
S2318,Air,93,80,173,0.5375722543352601,0.4624277456647399
S2319,Water,122,92,214,0.5700934579439252,0.42990654205607476
S2320,Water,27,92,119,0.226890756302521,0.773109243697479
S2321,Air,132,104,236,0.559322033898305,0.4406779661016949
S2322,Plant,94,119,213,0.4413145539906103,0.5586854460093896
S2323,Water,86,94,180,0.4777777777777778,0.5222222222222223
S2324,Plant,84,129,213,0.39436619718309857,0.6056338028169014
S2325,Air,81,117,198,0.4090909090909091,0.5909090909090909
S2326,Water,101,103,204,0.4950980392156863,0.5049019607843137
S2327,Air,107,53,160,0.66875,0.33125
S2328,Plant,148,95,243,0.6090534979423868,0.39094650205761317
S2329,Plant,101,93,194,0.520618556701031,0.4793814432989691
S2330,Plant,65,94,159,0.4088050314465409,0.5911949685534591
S2331,Soil,168,73,241,0.6970954356846473,0.3029045643153527
S2332,Air,99,59,158,0.6265822784810127,0.37341772151898733
S2333,Plant,95,70,165,0.5757575757575758,0.42424242424242425
S2334,Plant,84,71,155,0.5419354838709678,0.45806451612903226
S2335,Soil,58,102,160,0.3625,0.6375
S2336,Soil,137,77,214,0.6401869158878505,0.3598130841121495
S2337,Air,64,120,184,0.34782608695652173,0.6521739130434783
S2338,Air,130,94,224,0.5803571428571429,0.41964285714285715
S2339,Plant,91,111,202,0.4504950495049505,0.5495049504950495
S2340,Air,117,131,248,0.4717741935483871,0.5282258064516129
S2341,Soil,91,63,154,0.5909090909090909,0.4090909090909091
S2342,Water,110,90,200,0.55,0.45
S2343,Plant,100,111,211,0.47393364928909953,0.5260663507109005
S2344,Soil,101,137,238,0.42436974789915966,0.5756302521008403
S2345,Soil,138,99,237,0.5822784810126582,0.4177215189873418
S2346,Plant,100,87,187,0.5347593582887701,0.46524064171123
S2347,Air,67,131,198,0.3383838383838384,0.6616161616161617
S2348,Plant,52,81,133,0.39097744360902253,0.6090225563909775
S2349,Soil,83,105,188,0.44148936170212766,0.5585106382978723
S2350,Air,119,84,203,0.5862068965517241,0.41379310344827586
S2351,Soil,118,112,230,0.5130434782608696,0.48695652173913045
S2352,Plant,124,124,248,0.5,0.5
S2353,Plant,112,75,187,0.5989304812834224,0.40106951871657753
S2354,Air,112,141,253,0.4426877470355731,0.5573122529644269
S2355,Air,77,109,186,0.41397849462365593,0.5860215053763441
S2356,Soil,117,138,255,0.4588235294117647,0.5411764705882353
S2357,Water,145,108,253,0.5731225296442688,0.4268774703557312
S2358,Soil,96,112,208,0.46153846153846156,0.5384615384615384
S2359,Air,120,124,244,0.4918032786885246,0.5081967213114754
S2360,Plant,83,108,191,0.43455497382198954,0.5654450261780105
S2361,Air,132,102,234,0.5641025641025641,0.4358974358974359
S2362,Water,120,92,212,0.5660377358490566,0.4339622641509434
S2363,Water,104,96,200,0.52,0.48
S2364,Soil,72,117,189,0.38095238095238093,0.6190476190476191
S2365,Air,111,25,136,0.8161764705882353,0.18382352941176472
S2366,Plant,150,76,226,0.6637168141592921,0.336283185840708
S2367,Water,104,100,204,0.5098039215686274,0.49019607843137253
S2368,Soil,169,78,247,0.6842105263157895,0.3157894736842105
S2369,Air,62,62,124,0.5,0.5
S2370,Plant,78,87,165,0.4727272727272727,0.5272727272727272
S2371,Plant,79,70,149,0.5302013422818792,0.4697986577181208
S2372,Plant,101,53,154,0.6558441558441559,0.34415584415584416
S2373,Soil,128,130,258,0.49612403100775193,0.5038759689922481
S2374,Plant,84,134,218,0.3853211009174312,0.6146788990825688
S2375,Air,101,87,188,0.5372340425531915,0.4627659574468085
S2376,Air,117,112,229,0.5109170305676856,0.4890829694323144
S2377,Air,104,76,180,0.5777777777777777,0.4222222222222222
S2378,Water,102,64,166,0.6144578313253012,0.3855421686746988
S2379,Soil,98,135,233,0.4206008583690987,0.5793991416309013
S2380,Soil,143,112,255,0.5607843137254902,0.4392156862745098
S2381,Soil,76,90,166,0.4578313253012048,0.5421686746987951
S2382,Soil,147,85,232,0.6336206896551724,0.36637931034482757
S2383,Air,83,94,177,0.4689265536723164,0.5310734463276836
S2384,Plant,120,69,189,0.6349206349206349,0.36507936507936506
S2385,Air,117,90,207,0.5652173913043478,0.43478260869565216
S2386,Soil,100,129,229,0.4366812227074236,0.5633187772925764
S2387,Water,102,137,239,0.42677824267782427,0.5732217573221757
S2388,Water,114,91,205,0.5560975609756098,0.44390243902439025
S2389,Air,94,135,229,0.4104803493449782,0.5895196506550219
S2390,Water,81,96,177,0.4576271186440678,0.5423728813559322
S2391,Water,134,101,235,0.5702127659574469,0.4297872340425532
S2392,Air,91,77,168,0.5416666666666666,0.4583333333333333
S2393,Water,102,80,182,0.5604395604395604,0.43956043956043955
S2394,Soil,94,68,162,0.5802469135802469,0.41975308641975306
S2395,Plant,109,99,208,0.5240384615384616,0.47596153846153844
